#         t          x          y          z         vx         vy         vz
      4.560    398.422    -42.552    190.008     41.680    -56.037    -11.930
      4.570    398.838    -43.112    189.888     41.348    -56.001    -12.088
      4.580    399.249    -43.672    189.766     41.017    -55.965    -12.245
      4.590    399.658    -44.231    189.643     40.686    -55.929    -12.402
      4.600    400.063    -44.790    189.518     40.355    -55.892    -12.559
      4.610    400.465    -45.349    189.392     40.025    -55.855    -12.715
      4.620    400.864    -45.908    189.264     39.695    -55.817    -12.870
      4.630    401.259    -46.466    189.134     39.366    -55.780    -13.025
      4.640    401.651    -47.023    189.003     39.037    -55.741    -13.180
      4.650    402.040    -47.580    188.871     38.708    -55.703    -13.334
      4.660    402.425    -48.137    188.737     38.380    -55.663    -13.488
      4.670    402.807    -48.694    188.601     38.053    -55.624    -13.641
      4.680    403.186    -49.250    188.464     37.725    -55.584    -13.794
      4.690    403.562    -49.805    188.325     37.398    -55.544    -13.946
      4.700    403.934    -50.361    188.185     37.072    -55.504    -14.098
      4.710    404.303    -50.915    188.043     36.745    -55.463    -14.250
      4.720    404.669    -51.470    187.900     36.420    -55.422    -14.401
      4.730    405.032    -52.024    187.755     36.094    -55.380    -14.552
      4.740    405.391    -52.577    187.609     35.769    -55.338    -14.702
      4.750    405.747    -53.131    187.461     35.445    -55.296    -14.852
      4.760    406.100    -53.683    187.312     35.120    -55.253    -15.001
      4.770    406.449    -54.236    187.161     34.796    -55.210    -15.150
      4.780    406.796    -54.788    187.009     34.473    -55.167    -15.299
      4.790    407.139    -55.339    186.855     34.149    -55.123    -15.447
      4.800    407.479    -55.890    186.700     33.826    -55.079    -15.595
      4.810    407.815    -56.441    186.543     33.504    -55.034    -15.742
      4.820    408.149    -56.991    186.385     33.182    -54.990    -15.889
      4.830    408.479    -57.540    186.226     32.860    -54.944    -16.036
      4.840    408.806    -58.090    186.064     32.538    -54.899    -16.182
      4.850    409.130    -58.638    185.902     32.217    -54.853    -16.328
      4.860    409.450    -59.187    185.738     31.896    -54.807    -16.473
      4.870    409.768    -59.734    185.572     31.575    -54.760    -16.618
      4.880    410.082    -60.282    185.406     31.255    -54.713    -16.763
      4.890    410.393    -60.829    185.237     30.935    -54.666    -16.907
      4.900    410.701    -61.375    185.067     30.616    -54.619    -17.051
      4.910    411.005    -61.921    184.896     30.296    -54.571    -17.194
      4.920    411.307    -62.467    184.724     29.977    -54.522    -17.338
      4.930    411.605    -63.012    184.549     29.659    -54.474    -17.480
      4.940    411.900    -63.556    184.374     29.340    -54.425    -17.623
      4.950    412.192    -64.100    184.197     29.022    -54.376    -17.765
      4.960    412.480    -64.644    184.019     28.704    -54.326    -17.906
      4.970    412.766    -65.187    183.839     28.387    -54.276    -18.048
      4.980    413.048    -65.729    183.658     28.069    -54.226    -18.188
      4.990    413.327    -66.271    183.475     27.753    -54.175    -18.329
      5.000    413.603    -66.813    183.291     27.436    -54.124    -18.469
      5.010    413.876    -67.354    183.106     27.119    -54.073    -18.609
      5.020    414.145    -67.894    182.919     26.803    -54.021    -18.748
      5.030    414.412    -68.434    182.731     26.487    -53.969    -18.888
      5.040    414.675    -68.973    182.541     26.172    -53.917    -19.026
      5.050    414.935    -69.512    182.350     25.857    -53.864    -19.165
      5.060    415.192    -70.051    182.158     25.541    -53.811    -19.303
      5.070    415.446    -70.589    181.964     25.227    -53.758    -19.441
      5.080    415.697    -71.126    181.769     24.912    -53.704    -19.578
      5.090    415.944    -71.663    181.573     24.598    -53.650    -19.715
      5.100    416.189    -72.199    181.375     24.284    -53.596    -19.852
      5.110    416.430    -72.735    181.176     23.970    -53.542    -19.988
      5.120    416.668    -73.270    180.975     23.656    -53.487    -20.124
      5.130    416.903    -73.804    180.773     23.343    -53.431    -20.260
      5.140    417.135    -74.338    180.570     23.030    -53.376    -20.395
      5.150    417.364    -74.872    180.365     22.717    -53.320    -20.530
      5.160    417.589    -75.405    180.159     22.404    -53.264    -20.665
      5.170    417.812    -75.937    179.952     22.092    -53.207    -20.799
      5.180    418.031    -76.469    179.743     21.780    -53.150    -20.934
      5.190    418.247    -77.000    179.533     21.468    -53.093    -21.067
      5.200    418.460    -77.531    179.322     21.156    -53.035    -21.201
      5.210    418.670    -78.061    179.109     20.845    -52.977    -21.334
      5.220    418.877    -78.590    178.895     20.533    -52.919    -21.467
      5.230    419.081    -79.119    178.680     20.222    -52.860    -21.599
      5.240    419.282    -79.647    178.463     19.911    -52.802    -21.731
      5.250    419.479    -80.175    178.245     19.601    -52.742    -21.863
      5.260    419.674    -80.702    178.026     19.290    -52.683    -21.995
      5.270    419.865    -81.229    177.805     18.980    -52.623    -22.126
      5.280    420.053    -81.755    177.583     18.670    -52.563    -22.257
      5.290    420.239    -82.280    177.360     18.360    -52.502    -22.388
      5.300    420.421    -82.805    177.136     18.050    -52.442    -22.518
      5.310    420.600    -83.329    176.910     17.740    -52.380    -22.648
      5.320    420.775    -83.852    176.683     17.431    -52.319    -22.778
      5.330    420.948    -84.375    176.454     17.122    -52.257    -22.907
      5.340    421.118    -84.898    176.225     16.813    -52.195    -23.036
      5.350    421.284    -85.419    175.994     16.504    -52.133    -23.165
      5.360    421.448    -85.940    175.761     16.195    -52.070    -23.294
      5.370    421.608    -86.461    175.528     15.887    -52.007    -23.422
      5.380    421.766    -86.980    175.293     15.579    -51.943    -23.550
      5.390    421.920    -87.499    175.057     15.270    -51.880    -23.678
      5.400    422.071    -88.018    174.819     14.962    -51.816    -23.805
      5.410    422.219    -88.536    174.581     14.655    -51.751    -23.932
      5.420    422.364    -89.053    174.341     14.347    -51.686    -24.059
      5.430    422.506    -89.569    174.099     14.039    -51.621    -24.186
      5.440    422.645    -90.085    173.857     13.732    -51.556    -24.312
      5.450    422.781    -90.601    173.613     13.425    -51.490    -24.438
      5.460    422.913    -91.115    173.368     13.118    -51.424    -24.564
      5.470    423.043    -91.629    173.122     12.811    -51.358    -24.689
      5.480    423.170    -92.142    172.874     12.504    -51.291    -24.815
      5.490    423.293    -92.655    172.626     12.197    -51.225    -24.940
      5.500    423.414    -93.167    172.376     11.890    -51.157    -25.064
      5.510    423.531    -93.678    172.124     11.584    -51.090    -25.189
      5.520    423.645    -94.189    171.872     11.278    -51.022    -25.313
      5.530    423.757    -94.698    171.618     10.971    -50.953    -25.437
      5.540    423.865    -95.208    171.363     10.665    -50.885    -25.560
      5.550    423.970    -95.716    171.107     10.359    -50.816    -25.684
      5.560    424.072    -96.224    170.849     10.054    -50.747    -25.807
      5.570    424.171    -96.731    170.591      9.748    -50.677    -25.929
      5.580    424.267    -97.238    170.331      9.442    -50.607    -26.052
      5.590    424.360    -97.743    170.070      9.137    -50.537    -26.174
      5.600    424.450    -98.248    169.807      8.831    -50.467    -26.296
      5.610    424.536    -98.753    169.544      8.526    -50.396    -26.418
      5.620    424.620    -99.256    169.279      8.221    -50.325    -26.540
      5.630    424.701    -99.759    169.013      7.916    -50.253    -26.661
      5.640    424.778   -100.261    168.746      7.611    -50.181    -26.782
      5.650    424.853   -100.763    168.477      7.306    -50.109    -26.903
      5.660    424.925   -101.263    168.208      7.001    -50.037    -27.023
      5.670    424.993   -101.763    167.937      6.696    -49.964    -27.144
      5.680    425.059   -102.263    167.665      6.391    -49.891    -27.264
      5.690    425.121   -102.761    167.392      6.087    -49.817    -27.383
